Imports Successful!
Net Init Complete.
RecordIter Setup Done.
<class 'mxnet.io.io.MXDataIter'>
<class 'mxnet.io.io.MXDataIter'>
Creating Data Loaders
<class '__main__.DataIterLoader'>
<class '__main__.DataIterLoader'>
Training Loop Started:
Epoch[0] Batch [49]:	Speed: 234.660207 samples/sec	top1-err=0.998437	top5-err=0.992500	train_loss=23616.823334
Epoch[2] Batch [249]:	Speed: 320.060383 samples/sec	top1-err=0.742312	top5-err=0.501188	train_loss=58848.305817
Epoch[2] Batch [299]:	Speed: 320.026621 samples/sec	top1-err=0.743177	top5-err=0.501771	train_loss=70499.232422
Epoch[2] Batch [349]:	Speed: 319.633637 samples/sec	top1-err=0.743348	top5-err=0.502500	train_loss=82310.273376
Epoch[2] Batch [399]:	Speed: 319.929512 samples/sec	top1-err=0.741680	top5-err=0.502188	train_loss=93947.662979
Epoch[2] Batch [449]:	Speed: 319.550353 samples/sec	top1-err=0.742812	top5-err=0.504097	train_loss=105756.518890
Epoch[2] Batch [499]:	Speed: 320.109183 samples/sec	top1-err=0.742156	top5-err=0.503719	train_loss=117400.997635
Epoch[2] Batch [549]:	Speed: 319.808388 samples/sec	top1-err=0.742216	top5-err=0.504489	train_loss=129353.144089
Epoch[2] Batch [599]:	Speed: 320.384655 samples/sec	top1-err=0.742656	top5-err=0.505391	train_loss=141183.315369
Epoch[2] Batch [649]:	Speed: 319.955374 samples/sec	top1-err=0.742981	top5-err=0.505409	train_loss=152850.699432
Epoch[2] Batch [699]:	Speed: 320.323875 samples/sec	top1-err=0.742009	top5-err=0.503929	train_loss=164250.107178
Epoch[2] Batch [749]:	Speed: 319.912812 samples/sec	top1-err=0.741604	top5-err=0.502771	train_loss=175765.067352
Epoch[2] Batch [799]:	Speed: 319.686746 samples/sec	top1-err=0.742578	top5-err=0.503516	train_loss=187570.314438
Epoch[2] Batch [849]:	Speed: 319.640427 samples/sec	top1-err=0.742206	top5-err=0.503272	train_loss=199253.456467
Epoch[2] Batch [899]:	Speed: 319.518281 samples/sec	top1-err=0.742292	top5-err=0.502969	train_loss=210935.431259
Epoch[2] Batch [949]:	Speed: 319.343809 samples/sec	top1-err=0.742615	top5-err=0.503076	train_loss=222741.224045
Epoch[2] Batch [999]:	Speed: 319.901619 samples/sec	top1-err=0.743031	top5-err=0.503031	train_loss=234526.130432
Epoch[2] Batch [1049]:	Speed: 319.667765 samples/sec	top1-err=0.742976	top5-err=0.503482	train_loss=246334.358688
Epoch[2] Batch [1099]:	Speed: 319.641630 samples/sec	top1-err=0.743125	top5-err=0.503750	train_loss=258241.007034
Epoch[2] Batch [1149]:	Speed: 319.499898 samples/sec	top1-err=0.742976	top5-err=0.503736	train_loss=269957.556335
Epoch[2] Batch [1199]:	Speed: 320.005608 samples/sec	top1-err=0.742669	top5-err=0.504297	train_loss=281673.061432
Epoch[2] Batch [1249]:	Speed: 319.488285 samples/sec	top1-err=0.742787	top5-err=0.503875	train_loss=293360.876587
Epoch[2] Batch [1299]:	Speed: 319.398115 samples/sec	top1-err=0.743089	top5-err=0.504050	train_loss=305221.461365
Epoch[2] Batch [1349]:	Speed: 319.693980 samples/sec	top1-err=0.742546	top5-err=0.503623	train_loss=316635.550461
Epoch[2] Batch [1399]:	Speed: 320.508734 samples/sec	top1-err=0.742400	top5-err=0.503683	train_loss=328308.059952
Epoch[2] Batch [1449]:	Speed: 319.750568 samples/sec	top1-err=0.742446	top5-err=0.504106	train_loss=340316.503601
Epoch[2] Batch [1499]:	Speed: 319.882993 samples/sec	top1-err=0.742437	top5-err=0.504250	train_loss=352124.978561
Epoch[2] Batch [1549]:	Speed: 319.521590 samples/sec	top1-err=0.742500	top5-err=0.504567	train_loss=363869.631332
Epoch[2] Batch [1599]:	Speed: 319.875300 samples/sec	top1-err=0.742793	top5-err=0.504932	train_loss=375798.914566
Epoch[2] Batch [1649]:	Speed: 320.079594 samples/sec	top1-err=0.743116	top5-err=0.505028	train_loss=387570.307861
Epoch[2] Batch [1699]:	Speed: 320.467226 samples/sec	top1-err=0.743474	top5-err=0.505358	train_loss=399404.699844
Epoch[2] Batch [1749]:	Speed: 320.102412 samples/sec	top1-err=0.743277	top5-err=0.505214	train_loss=411064.786514
Epoch[2] Batch [1799]:	Speed: 319.242383 samples/sec	top1-err=0.743212	top5-err=0.505347	train_loss=423017.670685
Epoch[2] Batch [1849]:	Speed: 319.496627 samples/sec	top1-err=0.743319	top5-err=0.505287	train_loss=434819.827591
Epoch[2] Batch [1899]:	Speed: 319.941165 samples/sec	top1-err=0.743347	top5-err=0.505016	train_loss=446488.643478
Epoch[2] Batch [1949]:	Speed: 319.911783 samples/sec	top1-err=0.743317	top5-err=0.505064	train_loss=458214.665085
Epoch[2] Batch [1999]:	Speed: 319.472071 samples/sec	top1-err=0.743406	top5-err=0.505078	train_loss=469940.899643
Epoch[2] Batch [2049]:	Speed: 319.723780 samples/sec	top1-err=0.743384	top5-err=0.504809	train_loss=481539.322571
Epoch[2] Batch [2099]:	Speed: 319.130968 samples/sec	top1-err=0.743400	top5-err=0.504725	train_loss=493221.328033
Epoch[2] Batch [2149]:	Speed: 319.883572 samples/sec	top1-err=0.743365	top5-err=0.504586	train_loss=504923.423462
Epoch[2] Batch [2199]:	Speed: 320.347339 samples/sec	top1-err=0.743658	top5-err=0.504908	train_loss=516735.895767
Epoch[2] Batch [2249]:	Speed: 319.872464 samples/sec	top1-err=0.743625	top5-err=0.504917	train_loss=528375.525162
Epoch[2] Batch [2299]:	Speed: 319.873090 samples/sec	top1-err=0.743444	top5-err=0.504626	train_loss=539951.649551
Epoch[2] Batch [2349]:	Speed: 319.752625 samples/sec	top1-err=0.743597	top5-err=0.505033	train_loss=551940.189117
Epoch[2] Batch [2399]:	Speed: 319.884174 samples/sec	top1-err=0.743542	top5-err=0.505046	train_loss=563718.409256
Epoch[2] Batch [2449]:	Speed: 319.707040 samples/sec	top1-err=0.743571	top5-err=0.505249	train_loss=575534.410431
Epoch[2] Batch [2499]:	Speed: 319.700735 samples/sec	top1-err=0.743500	top5-err=0.505319	train_loss=587261.278229
Epoch[2] Batch [2549]:	Speed: 320.647510 samples/sec	top1-err=0.743744	top5-err=0.505423	train_loss=599211.542114
Epoch[2] Batch [2599]:	Speed: 319.786459 samples/sec	top1-err=0.743552	top5-err=0.505313	train_loss=610738.259598
Epoch[2] Batch [2649]:	Speed: 319.766033 samples/sec	top1-err=0.743732	top5-err=0.505371	train_loss=622627.021240
Epoch[2] Batch [2699]:	Speed: 319.704740 samples/sec	top1-err=0.743779	top5-err=0.505341	train_loss=634246.378616
Epoch[2] Batch [2749]:	Speed: 319.615324 samples/sec	top1-err=0.743727	top5-err=0.505290	train_loss=645971.818481
Epoch[2] Batch [2799]:	Speed: 319.855923 samples/sec	top1-err=0.743867	top5-err=0.505396	train_loss=657731.050217
Epoch[2] Batch [2849]:	Speed: 319.861693 samples/sec	top1-err=0.743865	top5-err=0.505367	train_loss=669418.015427
Epoch[2] Batch [2899]:	Speed: 320.270477 samples/sec	top1-err=0.743745	top5-err=0.505280	train_loss=681056.959717
Epoch[2] Batch [2949]:	Speed: 320.270339 samples/sec	top1-err=0.743962	top5-err=0.505365	train_loss=692737.154068
Epoch[2] Batch [2999]:	Speed: 319.636552 samples/sec	top1-err=0.743953	top5-err=0.505245	train_loss=704359.800354
Epoch[2] Batch [3049]:	Speed: 320.796564 samples/sec	top1-err=0.744027	top5-err=0.505359	train_loss=716197.129913
Epoch[2] Batch [3099]:	Speed: 319.478543 samples/sec	top1-err=0.744158	top5-err=0.505328	train_loss=727911.524445
Epoch[2] Batch [3149]:	Speed: 319.775670 samples/sec	top1-err=0.744102	top5-err=0.505303	train_loss=739479.737442
Epoch[2] Batch [3199]:	Speed: 320.241477 samples/sec	top1-err=0.744146	top5-err=0.505430	train_loss=751402.192123
Epoch[2] Batch [3249]:	Speed: 320.223973 samples/sec	top1-err=0.744236	top5-err=0.505365	train_loss=763127.391052
Epoch[2] Batch [3299]:	Speed: 319.969707 samples/sec	top1-err=0.744020	top5-err=0.505095	train_loss=774622.312225
Epoch[2] Batch [3349]:	Speed: 320.166659 samples/sec	top1-err=0.744058	top5-err=0.505075	train_loss=786416.877899
Epoch[2] Batch [3399]:	Speed: 319.463851 samples/sec	top1-err=0.744210	top5-err=0.504959	train_loss=798140.535965
Epoch[2] Batch [3449]:	Speed: 319.898165 samples/sec	top1-err=0.744171	top5-err=0.505100	train_loss=809811.843170
Epoch[2] Batch [3499]:	Speed: 319.570729 samples/sec	top1-err=0.744165	top5-err=0.505205	train_loss=821384.971527
Epoch[2] Batch [3549]:	Speed: 320.281291 samples/sec	top1-err=0.744181	top5-err=0.505326	train_loss=833174.878525
Epoch[2] Batch [3599]:	Speed: 299.573503 samples/sec	top1-err=0.744002	top5-err=0.505022	train_loss=844646.306366
Epoch[2] Batch [3649]:	Speed: 319.059997 samples/sec	top1-err=0.744144	top5-err=0.504944	train_loss=856367.440811
Epoch[2] Batch [3699]:	Speed: 319.515939 samples/sec	top1-err=0.744299	top5-err=0.505076	train_loss=868168.062195
Epoch[2] Batch [3749]:	Speed: 319.271749 samples/sec	top1-err=0.744325	top5-err=0.505154	train_loss=879975.554504
Epoch[2] Batch [3799]:	Speed: 319.577501 samples/sec	top1-err=0.744260	top5-err=0.505049	train_loss=891642.692566
Epoch[2] Batch [3849]:	Speed: 319.370899 samples/sec	top1-err=0.744294	top5-err=0.505110	train_loss=903379.454437
Epoch[2] Batch [3899]:	Speed: 319.370344 samples/sec	top1-err=0.744339	top5-err=0.505100	train_loss=915015.655716
Epoch[2] Batch [3949]:	Speed: 319.522016 samples/sec	top1-err=0.744074	top5-err=0.504897	train_loss=926451.674423
Epoch[2] Batch [3999]:	Speed: 320.121330 samples/sec	top1-err=0.744078	top5-err=0.504879	train_loss=938106.641983
Epoch[2] Batch [4049]:	Speed: 319.618102 samples/sec	top1-err=0.744120	top5-err=0.504850	train_loss=949863.785278
Epoch[2] Batch [4099]:	Speed: 319.853491 samples/sec	top1-err=0.744192	top5-err=0.504829	train_loss=961443.123627
Epoch[2] Batch [4149]:	Speed: 320.201657 samples/sec	top1-err=0.744063	top5-err=0.504740	train_loss=972939.728958
Epoch[2] Batch [4199]:	Speed: 319.364926 samples/sec	top1-err=0.743921	top5-err=0.504643	train_loss=984475.420166
Epoch[2] Batch [4249]:	Speed: 319.737254 samples/sec	top1-err=0.743901	top5-err=0.504629	train_loss=996322.271149
Epoch[2] Batch [4299]:	Speed: 319.963025 samples/sec	top1-err=0.743656	top5-err=0.504371	train_loss=1007667.927109
Epoch[2] Batch [4349]:	Speed: 319.636385 samples/sec	top1-err=0.743578	top5-err=0.504357	train_loss=1019387.825409
Epoch[2] Batch [4399]:	Speed: 319.975458 samples/sec	top1-err=0.743576	top5-err=0.504332	train_loss=1031041.891678
Epoch[2] Batch [4449]:	Speed: 319.813829 samples/sec	top1-err=0.743571	top5-err=0.504336	train_loss=1042727.882355
Epoch[2] Batch [4499]:	Speed: 320.335465 samples/sec	top1-err=0.743476	top5-err=0.504243	train_loss=1054244.592316
Epoch[2] Batch [4549]:	Speed: 320.160252 samples/sec	top1-err=0.743334	top5-err=0.504135	train_loss=1065810.402802
Epoch[2] Batch [4599]:	Speed: 320.011422 samples/sec	top1-err=0.743227	top5-err=0.504025	train_loss=1077439.757645
Epoch[2] Batch [4649]:	Speed: 298.635769 samples/sec	top1-err=0.743229	top5-err=0.504022	train_loss=1089181.983414
Epoch[2] Batch [4699]:	Speed: 318.180555 samples/sec	top1-err=0.743218	top5-err=0.504063	train_loss=1100990.759201
Epoch[2] Batch [4749]:	Speed: 318.826418 samples/sec	top1-err=0.743141	top5-err=0.504030	train_loss=1112602.514877
Epoch[2] Batch [4799]:	Speed: 319.488391 samples/sec	top1-err=0.743057	top5-err=0.504020	train_loss=1124143.984314
Epoch[2] Batch [4849]:	Speed: 320.276430 samples/sec	top1-err=0.743028	top5-err=0.503901	train_loss=1135715.834518
Epoch[2] Batch [4899]:	Speed: 320.079312 samples/sec	top1-err=0.742889	top5-err=0.503591	train_loss=1147139.468781
Epoch[2] Batch [4949]:	Speed: 319.614608 samples/sec	top1-err=0.742610	top5-err=0.503460	train_loss=1158587.157028
Epoch[2] Batch [4999]:	Speed: 320.162612 samples/sec	top1-err=0.742525	top5-err=0.503434	train_loss=1170254.963074
Epoch[2] Batch [5049]:	Speed: 319.305139 samples/sec	top1-err=0.742367	top5-err=0.503301	train_loss=1181755.814713
Epoch[2] Batch [5099]:	Speed: 294.931844 samples/sec	top1-err=0.742224	top5-err=0.503244	train_loss=1193202.613647
Epoch[2] Batch [5149]:	Speed: 320.114436 samples/sec	top1-err=0.742269	top5-err=0.503183	train_loss=1204913.046555
Epoch[2] Batch [5199]:	Speed: 318.290870 samples/sec	top1-err=0.742305	top5-err=0.503116	train_loss=1216442.991653
Epoch[2] Batch [5249]:	Speed: 298.877352 samples/sec	top1-err=0.742080	top5-err=0.502893	train_loss=1227877.253784
Epoch[2] Batch [5299]:	Speed: 319.415331 samples/sec	top1-err=0.742073	top5-err=0.502762	train_loss=1239438.792160
Epoch[2] Batch [5349]:	Speed: 319.678409 samples/sec	top1-err=0.742062	top5-err=0.502824	train_loss=1251206.613144
Epoch[2] Batch [5399]:	Speed: 319.461760 samples/sec	top1-err=0.742075	top5-err=0.502795	train_loss=1262833.437057
Epoch[2] Batch [5449]:	Speed: 319.034326 samples/sec	top1-err=0.742027	top5-err=0.502818	train_loss=1274486.845764
Epoch[2] Batch [5499]:	Speed: 318.996898 samples/sec	top1-err=0.741977	top5-err=0.502807	train_loss=1286147.894043
Epoch[2] Batch [5549]:	Speed: 319.460924 samples/sec	top1-err=0.741993	top5-err=0.502649	train_loss=1297541.332230
Epoch[2] Batch [5599]:	Speed: 318.675927 samples/sec	top1-err=0.741892	top5-err=0.502584	train_loss=1309045.416626
Epoch[2] Batch [5649]:	Speed: 319.644979 samples/sec	top1-err=0.741963	top5-err=0.502519	train_loss=1320620.403748
Epoch[2] Batch [5699]:	Speed: 319.594334 samples/sec	top1-err=0.741996	top5-err=0.502604	train_loss=1332435.736801
Epoch[2] Batch [5749]:	Speed: 319.163584 samples/sec	top1-err=0.741981	top5-err=0.502516	train_loss=1343951.457016
Epoch[2] Batch [5799]:	Speed: 319.264671 samples/sec	top1-err=0.741813	top5-err=0.502457	train_loss=1355573.576904
Epoch[2] Batch [5849]:	Speed: 318.323912 samples/sec	top1-err=0.741790	top5-err=0.502511	train_loss=1367368.559525
Epoch[2] Batch [5899]:	Speed: 319.617112 samples/sec	top1-err=0.741830	top5-err=0.502537	train_loss=1379019.398239
Epoch[2] Batch [5949]:	Speed: 319.453336 samples/sec	top1-err=0.741880	top5-err=0.502518	train_loss=1390813.079269
Epoch[2] Batch [5999]:	Speed: 319.090824 samples/sec	top1-err=0.741839	top5-err=0.502508	train_loss=1402315.415833
Epoch[2] Batch [6049]:	Speed: 318.576830 samples/sec	top1-err=0.741772	top5-err=0.502454	train_loss=1414015.535294
Epoch[2] Batch [6099]:	Speed: 319.710345 samples/sec	top1-err=0.741803	top5-err=0.502387	train_loss=1425513.770248
Epoch[2] Batch [6149]:	Speed: 319.036396 samples/sec	top1-err=0.741684	top5-err=0.502190	train_loss=1436853.605148
Epoch[2] Batch [6199]:	Speed: 317.530302 samples/sec	top1-err=0.741716	top5-err=0.502147	train_loss=1448457.813065
Epoch[2] Batch [6249]:	Speed: 317.922857 samples/sec	top1-err=0.741675	top5-err=0.502060	train_loss=1459891.178589
Epoch[2] Batch [6299]:	Speed: 319.065368 samples/sec	top1-err=0.741689	top5-err=0.502004	train_loss=1471431.805084
Epoch[2] Batch [6349]:	Speed: 318.659675 samples/sec	top1-err=0.741624	top5-err=0.501973	train_loss=1482918.679749
Epoch[2] Batch [6399]:	Speed: 318.370613 samples/sec	top1-err=0.741509	top5-err=0.502039	train_loss=1494490.300339
Epoch[2] Batch [6449]:	Speed: 293.981135 samples/sec	top1-err=0.741461	top5-err=0.501890	train_loss=1505957.889938
Epoch[2] Batch [6499]:	Speed: 319.422279 samples/sec	top1-err=0.741406	top5-err=0.501863	train_loss=1517562.149490
Epoch[2] Batch [6549]:	Speed: 319.719987 samples/sec	top1-err=0.741415	top5-err=0.501808	train_loss=1529158.878250
Epoch[2] Batch [6599]:	Speed: 318.621799 samples/sec	top1-err=0.741321	top5-err=0.501733	train_loss=1540696.033234
Epoch[2] Batch [6649]:	Speed: 318.514217 samples/sec	top1-err=0.741299	top5-err=0.501586	train_loss=1552210.911865
Epoch[2] Batch [6699]:	Speed: 319.246271 samples/sec	top1-err=0.741264	top5-err=0.501451	train_loss=1563694.416229
Epoch[2] Batch [6749]:	Speed: 318.264016 samples/sec	top1-err=0.741238	top5-err=0.501405	train_loss=1575238.893463
Epoch[2] Batch [6799]:	Speed: 318.603140 samples/sec	top1-err=0.741326	top5-err=0.501457	train_loss=1587008.527588
Epoch[2] Batch [6849]:	Speed: 319.180942 samples/sec	top1-err=0.741241	top5-err=0.501407	train_loss=1598408.458298
Epoch[2] Batch [6899]:	Speed: 319.464178 samples/sec	top1-err=0.741164	top5-err=0.501302	train_loss=1609906.708008
Epoch[2] Batch [6949]:	Speed: 319.423739 samples/sec	top1-err=0.741183	top5-err=0.501419	train_loss=1621710.494583
Epoch[2] Batch [6999]:	Speed: 319.382336 samples/sec	top1-err=0.741150	top5-err=0.501462	train_loss=1633499.783447
Epoch[2] Batch [7049]:	Speed: 318.580324 samples/sec	top1-err=0.741141	top5-err=0.501516	train_loss=1645237.053741
Epoch[2] Batch [7099]:	Speed: 319.114813 samples/sec	top1-err=0.741105	top5-err=0.501503	train_loss=1656923.200195
Epoch[2] Batch [7149]:	Speed: 319.406278 samples/sec	top1-err=0.741075	top5-err=0.501469	train_loss=1668672.611603
Epoch[2] Batch [7199]:	Speed: 318.909877 samples/sec	top1-err=0.741053	top5-err=0.501378	train_loss=1680136.903503
Epoch[2] Batch [7249]:	Speed: 319.546565 samples/sec	top1-err=0.741065	top5-err=0.501319	train_loss=1691667.215302
Epoch[2] Batch [7299]:	Speed: 319.991333 samples/sec	top1-err=0.741130	top5-err=0.501318	train_loss=1703306.697433
Epoch[2] Batch [7349]:	Speed: 319.873570 samples/sec	top1-err=0.741084	top5-err=0.501335	train_loss=1715071.701035
Epoch[2] Batch [7399]:	Speed: 319.079597 samples/sec	top1-err=0.740959	top5-err=0.501151	train_loss=1726357.673584
Epoch[2] Batch [7449]:	Speed: 319.386934 samples/sec	top1-err=0.740975	top5-err=0.501086	train_loss=1737803.826096
Epoch[2] Batch [7499]:	Speed: 318.459577 samples/sec	top1-err=0.740971	top5-err=0.501025	train_loss=1749323.388016
Epoch[2] Batch [7549]:	Speed: 319.117575 samples/sec	top1-err=0.740900	top5-err=0.501020	train_loss=1760989.218842
Epoch[2] Batch [7599]:	Speed: 318.695994 samples/sec	top1-err=0.740845	top5-err=0.500913	train_loss=1772399.112701
Epoch[2] Batch [7649]:	Speed: 318.704167 samples/sec	top1-err=0.740846	top5-err=0.500842	train_loss=1784044.291397
Epoch[2] Batch [7699]:	Speed: 319.190871 samples/sec	top1-err=0.740775	top5-err=0.500724	train_loss=1795404.018188
Epoch[2] Batch [7749]:	Speed: 318.972063 samples/sec	top1-err=0.740702	top5-err=0.500708	train_loss=1807082.774841
Epoch[2] Batch [7799]:	Speed: 318.668731 samples/sec	top1-err=0.740629	top5-err=0.500643	train_loss=1818471.567535
Epoch[2] Batch [7849]:	Speed: 318.641443 samples/sec	top1-err=0.740531	top5-err=0.500480	train_loss=1829826.698776
Epoch[2] Batch [7899]:	Speed: 319.049637 samples/sec	top1-err=0.740562	top5-err=0.500506	train_loss=1841508.328140
Epoch[2] Batch [7949]:	Speed: 319.568614 samples/sec	top1-err=0.740562	top5-err=0.500379	train_loss=1853127.438065
Epoch[2] Batch [7999]:	Speed: 319.557224 samples/sec	top1-err=0.740582	top5-err=0.500297	train_loss=1864633.454590
Epoch[2] Batch [8049]:	Speed: 320.336910 samples/sec	top1-err=0.740520	top5-err=0.500270	train_loss=1876190.585999
Epoch[2] Batch [8099]:	Speed: 319.633165 samples/sec	top1-err=0.740471	top5-err=0.500149	train_loss=1887698.070877
Epoch[2] Batch [8149]:	Speed: 319.723818 samples/sec	top1-err=0.740431	top5-err=0.500171	train_loss=1899407.008041
Epoch[2] Batch [8199]:	Speed: 318.989491 samples/sec	top1-err=0.740377	top5-err=0.500179	train_loss=1911001.370178
Epoch[2] Batch [8249]:	Speed: 314.211776 samples/sec	top1-err=0.740326	top5-err=0.500095	train_loss=1922432.437088
Epoch[2] Batch [8299]:	Speed: 318.043326 samples/sec	top1-err=0.740198	top5-err=0.500028	train_loss=1933876.592255
Epoch[2] Batch [8349]:	Speed: 318.831734 samples/sec	top1-err=0.740086	top5-err=0.499925	train_loss=1945296.712921
Epoch[2] Batch [8399]:	Speed: 318.666242 samples/sec	top1-err=0.739983	top5-err=0.499818	train_loss=1956674.711334
Epoch[2] Batch [8449]:	Speed: 318.455202 samples/sec	top1-err=0.739858	top5-err=0.499804	train_loss=1968091.654541
Epoch[2] Batch [8499]:	Speed: 318.260288 samples/sec	top1-err=0.739943	top5-err=0.499833	train_loss=1979736.297104
Epoch[2] Batch [8549]:	Speed: 317.813655 samples/sec	top1-err=0.739952	top5-err=0.499781	train_loss=1991382.408463
Epoch[2] Batch [8599]:	Speed: 319.172768 samples/sec	top1-err=0.739936	top5-err=0.499729	train_loss=2002942.273178
Epoch[2] Batch [8649]:	Speed: 319.557596 samples/sec	top1-err=0.739931	top5-err=0.499716	train_loss=2014403.750153
Epoch[2] Batch [8699]:	Speed: 319.340709 samples/sec	top1-err=0.739749	top5-err=0.499562	train_loss=2025740.200562
Epoch[2] Batch [8749]:	Speed: 319.988335 samples/sec	top1-err=0.739704	top5-err=0.499463	train_loss=2037101.728775
Epoch[2] Batch [8799]:	Speed: 319.079157 samples/sec	top1-err=0.739659	top5-err=0.499396	train_loss=2048570.352142
Epoch[2] Batch [8849]:	Speed: 319.060566 samples/sec	top1-err=0.739624	top5-err=0.499340	train_loss=2059987.407913
Epoch[2] Batch [8899]:	Speed: 319.680670 samples/sec	top1-err=0.739508	top5-err=0.499228	train_loss=2071262.295700
Epoch[2] Batch [8949]:	Speed: 317.194604 samples/sec	top1-err=0.739543	top5-err=0.499221	train_loss=2082960.313766
Epoch[2] Batch [8999]:	Speed: 318.951832 samples/sec	top1-err=0.739451	top5-err=0.499148	train_loss=2094288.709305
